|date|QID11_TEXT_translated|QID31_TEXT_translated|QID18_TEXT_translated|QID22_TEXT_translated
1395|2024-03-07|I like to draw and walk in the fresh air near the sea|I advise people|Bulgarian|Caucasian
1396|2024-03-07|My name is Diana. I love working online and taking surveys|Content maker|Ukrainian|white
1397|2024-03-07|I am very attentive to the performance of any tasks, and I take a responsible attitude to work and, in general, to anything.|Not working|Ukrainian|European
1398|2024-03-07|I like to work in the garden.|Frames|Ukrainian|European
1399|2024-03-07|I am currently looking for a job online))|I am not studying, I am looking for a job.|Ukrainian|What are the options?
1400|2024-03-07|responsible|Accountant|Ukrainian|Europe
1401|2024-03-07|I am a sociable, interesting person. I love cooking, especially confectionery. I am fond of reading books, riding a bicycle, handmade jewelry. I like to spend time actively and usefully.|I am on maternity leave, working as a mother.|Ukrainian|European
1402|2024-03-07|I am an open person who loves reading books. It is also safe to say that I am a hardworking and responsible person who is not afraid to face significant challenges.|I don't really like my studies. All that is included in my duties is: writing practical, laboratory and course papers, as well as oral answers|Ukrainian|European race
1403|2024-03-07|I am a responsible and diligent worker. I use the authority of the management. I love my job because I like to communicate with people. Adopt their experience, learn and discover something new for yourself. I still like various trainings to develop and expand my horizons.|Construction store administrator. I am engaged in the sale of power tools, everything for gardening, for construction, special protective clothing.|Ukrainian|European
1404|2024-03-07|I quickly learn any job, I like to cook, read, walk, listen to music, watch different genres of movies. I also like to travel.|I am a mother on maternity leave, I work as a freelancer, also a pastry chef|Ukrainian|white
1405|2024-03-07|Kind, sincere, responsible, fair.|Accountant by education. But she worked in various areas of retail trade.|Ukrainian|European
1406|2024-03-07|A sweet, kind person, I like to work and help others, I like dogs and goodies|Cooking pizza|Ukrainian|European
1407|2024-03-07|I really like my work, my boyfriend and I work together|Hotel and restaurant complex, hostess|Ukrainian|Caucasian
1408|2024-03-07|I am looking for different ways to solve problems|I am not working at the moment|Ukrainian|Active, I like to learn something new
1409|2024-03-07|I take everything very seriously|For many years, she worked as an administrator of a dental clinic. For several years, she was a realtor for renting apartments.|Ukrainian|European
1410|2024-03-07|I like to communicate, draw, help people and animals, work hard and hope to increase my income through surveys.|Sales, customer consultation, incoming calls, handling objections|Ukrainian|A European race
1411|2024-03-07|I like my job. I also like to read books, travel, listen to music. Cook and cost new dishes. If there is time and opportunity, I participate in webinars and learn something new and interesting for me at the moment.|I work as a nurse|Ukrainian|European
1412|2024-03-07|I like to cook delicious dishes, experiment with spices, I am responsible, I quickly find a common language with people and children, my passion is nails, as I am a manicurist, I learn new things, I like to relax with friends in nature.|"Selling courses and helping my students with questions related to the course, as well as introducing them to the result.
Sale of materials and tools for nails, consultation and ordering."|Ukrainian|Light skin
1413|2024-03-07|I don't even know what to write personally 😄|Work, writing texts and comments in English|Ukrainian|gracefulness
1414|2024-03-07|Because of studies, I can't do it yet. I like the field of medicine only in obstetrics|A student at a medical university. Study a large amount of information. Look for opportunities to apply knowledge in practice|Ukrainian|European
1415|2024-03-07|"Purposeful, persistent, analytical mindset, responsible
I like to read, learn new things, I like to watch videos on historical topics"|Account manager, economist|Ukrainian|Ukrainian woman
1416|2024-03-07|I like what I do. I like to read books, travel with my family, listen to music, watch movies. I attend various seminars and courses, I do sports, I like to cook.|I am engaged in housekeeping and raising children|Ukrainian|European
1417|2024-03-07|I really like my job|I work with people|Ukrainian|European
1418|2024-03-07|Easy to learn, very interested in online work|Freelancer|Ukrainian|European
1419|2024-03-07|I don't really trust people and I don't like big companies. But I am responsive and can offer my help if needed.|Cashier. Punch the goods at the checkout and take money for the goods.|Ukrainian|Caucasian
1420|2024-03-07|I like to work in the field of finance. Now I work on platforms that do not require a lot of time. I want to keep abreast of events in the world.|I work as a freelancer while on maternity leave|Ukrainian|European
1421|2024-03-07|Sportsman. I work, study, rest|I work in a supermarket|Ukrainian|European
1422|2024-03-07|I am a hardworking person, responsible...|Housewife|Ukrainian|Ukrainian
1423|2024-03-07|I am diligent and persistent, I always go to the goal|I am a kindergarten teacher|Ukrainian|white
1424|2024-03-07|I am cheerful, cheerful. As friends say, a good friend, always smiling😁. I work very hard, responsible, diligent. I love walks. Go shopping 😉|"Dentist's assistant. Stomatology administrator
Now on maternity leave"|Ukrainian|Caucasian
1425|2024-03-07|My name is Julia. I am studying at a medical college. I like to read and embroider|I am studying at a medical college, majoring in nursing|Ukrainian|European
1426|2024-03-07|"A music teacher, I work with children...
I like to cook"|I worked in a kindergarten, I have a musical education|Ukrainian|White skin
1427|2024-03-07|I am very responsible at work. I like to read, draw. I like to work.|"Consultant in the store
I help people choose the product they need"|Ukrainian|Not to which
1428|2024-03-07|Charismatic, confident, attentive, purposeful. I like to cook, relax with friends, watch movies, TV series, and take care of animals.|I work in a restaurant. Preparation and delivery of finished products.|Ukrainian|Caucasian
1429|2024-03-07|Before maternity leave, she worked as a farm worker. I really like my work.|On maternity leave|Bulgarian|A small race
1430|2024-03-07|"I am a purposeful person, very neat and attentive.
Hobbies - painting, swimming."|Write articles, reviews, likes and others|Ukrainian|Meaningless input
1431|2024-03-07|I adore any creative work. I dream of creating my own workshop and conducting various creative master classes. And I also dream of working in a socially important project in Ukraine|I am currently looking for a job|Ukrainian|This is an incorrect question
1432|2024-03-07|I am responsible, communicative. In my free time, I take care of the house and the child|I do not work, I am a housewife, I take care of my child|Ukrainian|Meaningless input
1433|2024-03-07|Mom is on maternity leave. I will do my job to the maximum.|Freelance, doing quick work. Surveys, earnings from likes, comments and Instagram subscriptions.|Ukrainian|European
1434|2024-03-07|I am for justice, that is why I chose the Law specialty, graduated from the academy. Now I want to be financially independent and help the Armed Forces myself, that's why I chose freelancing.|Before maternity leave, I worked in a bank, my duties included consulting clients. Now I am reselling courses to earn money.|Ukrainian|European
1435|2024-03-07|Mother of two children. A specialist in his work with many years of experience. In my free time, I work as a freelancer and take part in surveys. I do sports. I watch my diet.|Work in a pharmacy. Issuance of medicines and medical products, as well as dietary supplements.|Ukrainian|European
1436|2024-03-07|Likes to spend time with benefit|I am on maternity leave|Ukrainian|European
1437|2024-03-07|Purposeful, self-confident|Discreet vacation|Ukrainian|Meaningless input
1438|2024-03-07|I treat my work very carefully, I strictly fulfill all the conditions. I am very fond of creativity, I do a lot of things.|I work as a freelancer|Ukrainian|I don't want to say
1439|2024-03-07|I study, I like to cook, walk|I don't have a job|Ukrainian|Not available
1440|2024-03-07|I like to draw, sing and play the piano, and also write poetry|I'm a graphic designer. I work in graphic programs, draw with pencil and paper plastic|10|Ukrainian
1441|2024-03-07|I am a sociable person, hardworking, I like sports and cooking.|Retail trade, parallel training in accounting and taxation, household.|Ukrainian|European
1442|2024-03-07|Self-improvement, cryptocurrencies, business|"Fop. Trade
 Purchase of goods, sales, sales"|Ukrainian|European
1443|2024-03-07|Self-improvement, cryptocurrencies, business|"Fop. Trade
 Purchase of goods, sales, sales"|Ukrainian|European
1444|2024-03-07|I work in the banking sector, while simultaneously obtaining 2 master's degrees. I like to watch science fiction movies, travel, but usually I don't have time for it|I work in a bank. I am a manager of services for individuals|Ukrainian|European
1445|2024-03-07|Music sport|Accounting|Ukrainian|European
1446|2024-03-07|Fight and search, find and not give up|Work in the field of tour operator, creation and sale of author's tours|Ukrainian|European woman
1447|2024-03-07|Normal|Medicine|Ukrainian|Europeans
1448|2024-03-07|I take a responsible approach to the task set before me, I always try to achieve the maximum result. Has experience in various fields of activity|Currently unemployed. I am doing repairs in my own apartment|Ukrainian|European
1449|2024-03-07|Hardworking, punctual, I like everything to be in its place. Like travelling|Electronic data sales|Ukrainian|European
1450|2024-03-07|I like to play chess, read books and study|I study at a polytechnic, I work as a mathematics teacher|Ukrainian|I don't want to answer
1451|2024-03-07|I am a good and responsible person. I like to read and learn new things|My training consists in writing a thesis, the pairs that we read are bad in every sense|Ukrainian|Caucasians
1452|2024-03-07|At the age of 38, she radically changed her professional activity. From medicine to psychology. Responsible. I conduct art therapy classes|Psychologist working with children with mental disorders. Future ABA instructor. Worked at the center of social development.|Ukrainian|European
1453|2024-03-07|I work at work|I work at work|Ukrainian|European
1454|2024-03-07|I love everything new and interesting. Very responsible, persistent|Organization of the work of a food production enterprise|Ukrainian|Ukrainian
1455|2024-03-07|I cook well. I like to embroider and read. I can be aggressive, impulsive, demanding of others, sometimes I watch porn|Tourism, social and cultural sphere|Ukrainian|European
1456|2024-03-07|I love to travel, I really love children and everything connected with them.|I am involved in administrative activities, secretary, support staff, handling documents|Ukrainian|European
1457|2024-03-07|I like to learn new things, get new impressions|Payer at the medical university|Ukrainian|European
1458|2024-03-07|I am a 4th year student, I love creativity and I want to work in my profession, because I chose it based on my interest.|Event management, management and configuration of the system to ensure the event|Ukrainian|European
1459|2024-03-07|I am very communicative, I freely meet and communicate with people, I also like to spend my time actively|drawing, drawing of buildings and facades,|Ukrainian|european
1460|2024-03-07|I am very responsible, disciplined, I take my work seriously. She began her career with a specialty in business economics, worked as an economist at a state-owned enterprise, and thanks to her career growth, became the head of the financial department and financial director. Currently on maternity leave.|At the moment, I am on maternity leave, studying foreign languages ​​in my free time.|Ukrainian|European
1657|2024-03-13|A creative person with entrepreneurial ambitions|Freelance designer|Russian|Caucasian
1658|2024-03-13|"Regarding the survey, I didn't like that they asked the same thing several times, like my date of birth and how old I am
Graduated from a university in the field of economics, worked for a while in a bank before the start of the war, likes finance, marketing, cryptocurrencies and banks"|Courier|Russian and Ukrainian|European
1659|2024-03-13|I like working with people, constantly learning something new|Informing specialists in the field of medicine about the company's drugs|Ukrainian|European
1660|2024-03-13|Attention, respect, politeness.|Serving people|Ukrainian|European
1661|2024-03-13|I really like to work, I have a serious attitude to work|I work in the office as a furniture sales manager|Ukrainian|European
1662|2024-03-13|I consider myself an interesting, creative person who always takes a responsible approach to work, was happy to serve and communicate with clients. Now, during maternity leave, I want to figure it out and try myself a little in another field, work online, where there is an opportunity to realize myself and earn extra! Thank you for attention))|Before maternity leave, she worked in Lombardy as an expert appraiser of precious metals, issuing microloans|Ukrainian|European
1663|2024-03-13|I have many favorite activities, for example, I like to embroider, knit, bake delicious cakes (floristic decor), I like to grow flowers|Currency exchange teller|Ukrainian|European
1664|2024-03-13|I like conducting tests and raising the standard of living|Sale of food products|Ukrainian|European
1665|2024-03-13|calm, honest, I know how to communicate with people.|interview|Ukrainian|white
1666|2024-03-13|I like to learn something new, take surveys, take various courses, I like to sing, draw|I am learning to work online, I am doing very well|Ukrainian|White
1667|2024-03-13|I am a creative person|I am studying law|Ukrainian|Light skin
1668|2024-03-13|In the future, I plan to open a cosmetics store and a manicure studio|I am studying in college to become a marketer|Ukrynska|None
1669|2024-03-13|I love to embroider, it was my hobby since childhood and became the main job in adulthood|It is necessary to embroider corsets, dresses, etc. with beads|Ukrainian|White
1670|2024-03-13|To tinker|I am studying to be an electrician|Ukrainian|White
1671|2024-03-13|I am sociable, I like to learn something new, I love and know how to listen. I will always help in any way I can, I am stubborn, I don't like arguments.|Before the maternity leave, she worked as a store administrator|Ukrainian|European
1672|2024-03-13|Cheerful, kind, shy, insecure. I like to cook, spend the summer in the village. I want to overcome my insecurity and improve my health, which failed because of the war. I know how to knit a little, I like to draw pictures by numbers .|Primary school teacher, currently not working.|Ukrainian|european
1673|2024-03-13|I am a very sociable person. I like to learn something new. I always try to complete tasks on time. I like to dance and study English.|I study at the Faculty of Economics and Law. Sprain. I want to become a lawyer or prosecutor in the future. This is a very difficult profession because you decide the destinies of people.|Ukrainian|European
1674|2024-03-13|I'm lazy...|Not working|Ukrainian|White
1675|2024-03-13|A shy, yet open girl who likes to read and spend her time quite actively. I like to work in a self-chosen field of logistics and learn new methods of improving logistics processes.|The work consists in creating logistics operations, organizing the work of subordinates and providing jobs.|Ukrainian|European
1676|2024-03-13|I WISH VICTORY to Ukraine and then I will live happily|Design engineer of buildings and structures|Ukrainian|White
1677|2024-03-13|Responsible and persistent|Accounting|Ukrainian|European
1678|2024-03-13|I like to eat, read, actively rest|Designer of buildings and structures|Ukrainian|European
1679|2024-03-13|Doing sports|I ensure the safe and uninterrupted movement of trains|Ukrainian|Ukrainian
1680|2024-03-13|Responsibility accuracy|Dentist|Ukoainska|European
1681|2024-03-13|Shy, submissive, stress-resistant. I treat work with responsibility.|Completing tasks of various degrees of difficulty.|Ukrainian|European
1682|2024-03-13|If I do something, I finish it. I quickly assess my capabilities and when I understand that I will be able to see the matter through to the end (enough knowledge, time and experience), I take it upon myself.|Document management, work with legislation, settlement of conflicts with people. Currently taking care of my mother-in-law who is unable to walk|Ukrainian|European
1683|2024-03-13|I like to eat well|Labor|Ukrainian|European
1684|2024-03-13|Purposeful, I want to work harder and have results|I am studying hotel and restaurant business, I want to work at home|Ukrainian|European
1685|2024-03-13|I am a creative person, I like to learn and share my experience with those who want to gain knowledge and the ability to draw|I teach children to draw, develop creative abilities|Ukrainian|Meaningless input
1686|2024-03-13|I'm a mother on maternity leave and I have a small child and I like to learn something new.|I'm a mother on maternity leave. I have 2 children|Ukrainian|Ukrainian
1687|2024-03-13|I like to learn and learn something new. I devote a lot of time to my hobby - creating new things. I sew, knit, embroider.|I work as a janitor in a kindergarten. In my free time, I sew clothes, since my main education is tailoring.|Ukrainian|European race
1688|2024-03-13|I really like to cook. Responsible.|Housewife|Ukrainian|Ukrainian woman
1689|2024-03-13|I am a hard-working and creative person, if I am interested in an idea, I fully devote myself to it. That's how I became a candidate for master of sports in my favorite sport, I love perseverance and courage. I like to come up with my own ideas for activities and earnings.|I have a small store on the Instagram network, selling homemade phone cases. In addition, I fake paid surveys on the Internet|Ukrainian|European
1690|2024-03-13|I lead an active lifestyle, go to work with pleasure, raise a child|A neurologist in a hospital. I conduct patient examinations, hospitalize and treat|Ukrainian|European
1691|2024-03-13|I like dancing and music, animals and computer technology, sports, active recreation and travel. There are many plans, but now is a very difficult period in our country for their implementation. I have a military husband, after a serious injury, leg amputation, now I support him and his brothers, I do a little volunteering. I like to watch how the world changes, new technologies, new inventions, I really want our country to develop as well. But first of all, to end the war as soon as possible and to be able to live as a family for more than one day, to implement the planned.|I am on maternity leave, combining leave with studies, studying at the Faculty of Law|Ukrainian|European
1692|2024-03-13|Punctual and honest, the job has always been about working with people, but sometimes there are a lot of them|Business certification with such certificates as ISO, SES and TU|Ukrainian|European
1693|2024-03-13|I like to work with children. To spend time together not only at school, but also to travel around the native country|"Teacher of Ukrainian language and literature (conducting lessons using classical methods and the latest technologies)
Educator of extended day groups (checking homework, holding intellectual battles, sports challenges, reading evenings, dramatizations, etc.)"|Ukrainian|European
1694|2024-03-13|A Ukrainian woman who believes in the best for Ukraine and her family. I love family, friends, life. I always try to perform my duties well at work|Manager for controlling the transportation of gas from the gas station to gas stations of Ukraine|Russian|European
1695|2024-03-13|I treat my work responsibly, it is important for me to have a result. I spend my free time with my children and I like to paint pictures|Social worker, provision of in-kind and monetary assistance|Ukrainian|European
1696|2024-03-13|An active, purposeful person. I like my work, because the education and development of children is a great contribution to the future of the country and the nation.|Education and upbringing of younger children|Ukrainian|European
1697|2024-03-13|I like to take such surveys|Hairdresser|Ukrainian|White
1698|2024-03-13|I work for the sake of Ukraine and support for ZSU|The excavator|Ukrainian|Ukrainian
1699|2024-03-13|I like to learn new things|Creation of sites, configuration of networks.|Ukrainian|European
1700|2024-03-13|I love life and my family|Work with children. Library|Ukrainian|Slavs
1701|2024-03-13|Meaningless input|Meaningless input|Ukrainian|Meaningless input
1702|2024-03-13|Walks in the fresh air. Outdoor outings with friends. Listening to music, cooking. Needlework|Working on a computer with documents|Ukrainian|European
1703|2024-03-13|I like to get to the bottom of things, intellectual, my hobby is English and felinology, I have a higher biological education, I live in a village|Pensioner on disability|Ukrainian|European
1704|2024-03-13|I like to play computer games, cook and ride a bike|I run a telegram channel|Ukrainian|European
1705|2024-03-13|I adore taking care of plants, helping people and children and taking care of them|I take care of people and children|Ukrainian|white
1706|2024-03-13|I like to work and I like to earn money more|I am studying the image of a stylist|Ukrainian|Man
1707|2024-03-13|I am a very quiet person with an uninteresting job that does not provide development, but eventually I plan to change that. In my free time, I am engaged in self-development, I am interested in books, meditations and forensics|Retail trade, sale of semi-finished products|Ukrainian|European
1708|2024-03-13|My personal qualities: punctual, responsible, perfectionist, pragmatic.|Working with banks|Ukrainian|A wise man
1709|2024-03-13|"Very responsible, likes to work with people. For justice. I will always come to help. Always careful with calculations. I like to work as a construction worker
site, as well as with papers."|Organization of work, calculation and ordering of construction materials. Calculation of completed works and salary of workers.|Ukrainian|Ukrainian
1710|2024-03-13|I work at a factory and, on the contrary, I work with plant seedlings, I love my work|I work at a butter factory, making butter|Ukrainian|white
1711|2024-03-13|"I love nature.
I try to do quality work."|Cleaning|Ukrainian|European
1712|2024-03-13|I play sports, I work as a fitness trainer, and I like Wushu, a martial art|Sports|Ukrainian|mulatto
1713|2024-03-13|I love my work and have an interesting hobby - knitting. I like to talk to people, but I prefer to spend time alone|Recruiter at an IT company|Ukrainian|European
1714|2024-03-13|I like to read books. I also play computer games.|I work as a teacher. I teach children German|Ukrainian|European
1715|2024-03-13|Young, white, attractive woman. I work at a job that I like. After work, I often draw or do some kind of tinkering.|I work in a kindergarten. I perform the duties of a physical education instructor.|Ukrainian|white
1716|2024-03-13|I am engaged in child development, self-development, read books and try to sort garbage|"Checking the quality of production products
Carrying out laboratory tests"|Ukrainian|European
1717|2024-03-13|An interesting personality with an extraordinary view on many things|Conduct analyzes and research|Ukrainian|white
1718|2024-03-13|Friendly, hardworking, persistent|Seller|Ukrainian|Ukrainian
1719|2024-03-13|Punctuality, accuracy, discipline|Electrician, builder|Ukrainian|White
1720|2024-03-13|I always treat work responsibly. I like to benefit|Housewife|Ukrainian|European
1721|2024-03-13|I am interested in many things.|They are busy with animals and gardening|Ukrainian|European
1722|2024-03-13|I am very kind, well-mannered, sensitive, I treat people with understanding. Serious attitude to work. I am a hairdresser at home|Now at home with the child|Ukrainian|white
1723|2024-03-13|Beautiful girl.|I work at school.|Ukrainian|White
1724|2024-03-13|Attention, stress resistance, stubbornness, achievement of set goals, purposefulness|The head of the mobile post office in Chernivtsi region. Provision of communication services to remote locations to the population.|Ukrainian|European
1725|2024-03-13|A dedicated workaholic|Studying business|Ukrainian|I don't want to talk
1726|2024-03-13|I am a responsible person, I clearly and professionally approach the task at hand! I like working on the Internet. Because it gives me the ability to be anywhere in the world|Internet space|Ukrainian|European
1727|2024-03-13|I like to work and try new things|Sale of essential items|Ukrainian|Ukrainian woman
1728|2024-03-13|At the moment I am on maternity leave but I really want to work in a team. In my free time I pay attention to surveys.|I take care of my two children|Ukrainian|Meaningless input
1729|2024-03-13|I have been planning to try online work for a long time, I plan to have additional income and career growth in this direction|Greenhouses, growing vegetables, planting seeds. Quality control of cultivation.|Ukrainian|European
1730|2024-03-13|I am a good, intelligent and fair person. That's why I'm in the Armed Forces now...|Service in the Armed Forces|Russian|White
1731|2024-03-13|I am a mother on maternity leave, I like to care for and grow plants, I like to spend time in nature, I like fishing|I am a plasterer and house painter by profession.|Ukrainian|White
1732|2024-03-13|Hardworking, intelligent, pragmatic|I work with my mind|Ukrainian|Reptiloid
1733|2024-03-13|I love the field in which I work, I try to constantly improve|HR у IT|Ukrainian|European
1734|2024-03-13|My hobbies are cooking, drawing and music.|A worker in the food industry.|Ukrainian|European
1735|2024-03-13|I love my job|I work in a large network, twelve hours a day. My duties include product display, selection and calculation of buyers|Ukrainian|European
1736|2024-03-13|Tanks, needlework, poetry, active recreation.|Tank commander|Ukrainian|Orthodox
1737|2024-03-13|Responsible and punctual person|Claim work|Ukrainian|European
1738|2024-03-13|I really like my job, I like helping people. She is a calm, punctual and sociable person. I like to read books, but I don't always have time for it.|Pharmacist, I work in a pharmacy, working with people and medicines.|Ukrainian|European
1739|2024-03-13|Responsible in everything, no matter what she undertakes|Information and software processing operator. Carrying out supervision and delivery of products|Ukrainian|European
1740|2024-03-13|I am very careful about my work, because I love it and I want to go to it.|I work as a hotel administrator|Ukrainian|European
1741|2024-03-13|I like to work and learn something new|She worked as a seller of food products|Ukrainian|European
1742|2024-03-13|Responsible, honest, willingness to work for results|Looking for a job|Ukrainian|Europivorous
1743|2024-03-13|Diligent, responsible, I love justice|Assistant manager, personnel issues|Ukrainian|Slavic
1744|2024-03-13|Responsible, meticulous, I like to do everything right|Middle manager at a gas distribution company|Ukrainian|white
1745|2024-03-13|I am a mother who loves my little son.|I am a hairdresser|Ukrainian|white
1746|2024-03-13|I am a creative, self-sufficient young woman who loves to travel. My profession helps to see many countries. I bring beauty to people.|I am a dancer|Ukrainian|white
1747|2024-03-13|I love my work|Freelancer|Ukrainian|European
1748|2024-03-13|I don't like monotonous work, I like order|Treatment|Ukrainian|European woman
1749|2024-03-13|Very responsible, communicative, decisive|Teacher|Ukrainian|European
1750|2024-03-13|I love my work|Old paintings are being restored|Ukrainian|white
1751|2024-03-13|I like to communicate. travel|We teach children mathematics and physics|Ukrainian|European
1752|2024-03-13|Art|Provision of legal services|Ukrainian|White
1753|2024-03-13|I love my family and Ukraine. I want and strive for development and financial stability|Economist, control in construction|Ukrainian|European
1754|2024-03-13|I'm a Capricorn|Sales Manager|Ukrainian|European
1755|2024-03-13|the cutest, white and fluffy|production of agricultural products|Russian|Caucasian
1756|2024-03-13|I work hard, there is no time for entertainment|Food safety|Ukrainian|European
1757|2024-03-13|Active self-development and training|Marketing|Ukrainian|European
1758|2024-03-13|I like to work with children|I am engaged in raising children|Ukrainian|European
1759|2024-03-13|I treat work responsibly, I do everything to the end|I'm learning|Ukrainian|Ukrainian
1760|2024-03-13|I learn easily, I like to learn something new. Sociable, active, hardworking, diligent.|On maternity leave, I have an Instagram page selling women's clothing|Ukrainian|European
1761|2024-03-13|I wish you victory|I am temporarily not working|Ukrainian|Ukrainian
1762|2024-03-13|"I am very calm and balanced. But very vindictive.
I like to work. I love to draw"|On maternity leave|Ukrainian|European
1763|2024-03-13|I like to repair cars|Not working|Ukrainian|In Mongolia
1764|2024-03-13|I like to travel, I work in the garden, I plant flowers. I get stuck on my phone|Retired|Ukrainian|European
1765|2024-03-13|Good attitude to work|Consultant|Ukrainian|White
1766|2024-03-14|"I love all your works)
After all, they are related to people and the field of service. And communication is very important for me. I love different people, psychology and life itself."|"Studied as an economist and accountant.
She worked as a seller, waiter and sushi maker."|Ukrainian|Race does not exist for me. All are the same.
1767|2024-03-14|I treat work responsibly.|Retail trade of food and industrial goods, seller-consultant, product assembler.|Ukrainian|European
1768|2024-03-14|Favorite activities are anything related to art|I work at an agricultural company|Ukrainian|European
1769|2024-03-14|Not sure of herself, confused, with personal problems at the moment. I like work, but I want to rest.|A bank cashier specialist. Responsibilities: customer service, transfer of funds, payment of pensions, transfers.|Ukrainian|Caucasian
1770|2024-03-14|A creative person who loves coziness. Cafes and cats|Ux/ui designer|Ukrainian|European
1771|2024-03-14|Communication|Service Industries|Ukrainian|European
1772|2024-03-14|"There are pets.
Outdoor recreation.
Gardening."|Work in the office. Budget institution. Finances|Ukrainian|European
1773|2024-03-14|"I have an interesting question
I love my family
I love traveling with my family"|Office work, specialist, customer service|Russian|white
1774|2024-03-14|I am very responsible for my work|Horticulture, fruit growing and viticulture|Ukrainian|European
1775|2024-03-14|I think normally|Military|Ukraine|European
1776|2024-03-14|Hardworking, responsible and diverse in life|Machine operator, machine maintenance and product quality|Ukrainian|white
1777|2024-03-14|Positive, good|Not working|Ukrainian language|European
1778|2024-03-14|I am currently on maternity leave. Like reading. I like to take care of the house and the surrounding area.|Production of on-board cables for cars.|Ukrainian|European
1779|2024-03-14|An introvert, responsible at work, I don't like hypocrisy and irresponsible people.|Not working|Ukrainian|European
1780|2024-03-14|I am passionate about cooking. I pass all surveys diligently and carefully.|Accountant, managing the first order in a restaurant|Ukrainian|white
1781|2024-03-14|an energetic person who loves everything he does|I teach mathematics to students|Ukrainian|European
1782|2024-03-14|I am very hardworking, I really like to work a lot, one fact from my life.|I am a teacher, I work in a kindergarten.|Ukrainian|To the usual
1783|2024-03-14|chfchgf|color|Ukrainian|22
1784|2024-03-14|I conduct agricultural activities for the family. I raise children. I am doing my favorite hobby.|Jewelry, flowers, different bouquets.|Ukrainian|Ukrainian woman
1785|2024-03-14|I am a person who is very attentive to details, it is important for me to do the job perfectly. I like to read books, it helps me focus and develop.|I don't really like my studies because there are a lot of unnecessary tasks. My duties include writing practical, laboratory works, course assignments, as well as oral answers to teachers' questions or various essays and projects.|Ukrainian|European
1786|2024-03-14|A responsible, communicative, client-oriented individual who knows how to rationally allocate and effectively use his own time.|Collection, processing of information, work with people|Ukrainian|Meaningless input
1787|2024-03-14|I am a smart and responsible person, I like to communicate with interesting people, I have no bad habits, I love this world very much.|Trade, management, service sector|Ukrainian|Slavic woman
1788|2024-03-14|Responsible, decisive, communicative|Banking operations|Ukrainian|European
1789|2024-03-14|I am a very interesting person. My friends love to talk to me|I take courses and study|Ukrainian|Europeanoid
1790|2024-03-14|Intelligent and inquisitive. I try to keep up with the times. I do sports, I cook well. I help and support the people around me. I support the football team DYUSSh-1 Kryvbas-84|I pretend to be smart when the boss is around. I monitor the parameters of water, oxygen and nitrogen during the operation of air purification equipment in the metal production process. I regulate the pressure and consumption of energy carriers for optimal operation of the equipment.|Ukrainian|Caucasian
1791|2024-03-14|A realist, sometimes an optimist. I try not to lose hope. I love my family, my dog.|Chemistry teacher|Ukrainian|European
1792|2024-03-14|I embroider with beads, I am engaged in self-development|Accounting. I issue wages, issue returns|Ukrainian|European
1793|2024-03-14|I work as a manager, I like to draw, play sports|Sell ​​goods|Ukrainian|European
1794|2024-03-14|At the moment I am on maternity leave, caring for a child. In the future I am going to go to work.|I'm looking after a child|Ukrainian|Meaningless input
1795|2024-03-14|Meaningless input|Meaningless input|Ukrainian|White
1796|2024-03-14|Interested in sports, healthy food, music|I work 5 days a week, 2 days off|Ukrainian|Woman
1797|2024-03-14|I like to create something with my own hands, interior items, design, clothes, shoes. I love everything beautiful and creative.|Housewife seamstress.|Ukrainian|Slavic
1798|2024-03-14|I love my job very much|School nurse|Ukrainian|European
1799|2024-03-14|I love my work. I am interested in IT and banking|IT industry|Ukrainian|European
1800|2024-03-14|I am interested in the IT field. I like my job.|I work in the IT field, a cyber security specialist|Ukrainian|European
1801|2024-03-14|I am a creative person who always strives to develop and try something new|I don't whant|38|No answer
1802|2024-03-14|Yes I like it|Worked in a supermarket|Russian|Ukrainian woman
1803|2024-03-14|I work as a teacher. I love children. Communicative.|I work as a housekeeper|Ukrainian|European
1804|2024-03-14|I like to learn something new and try to realize myself in it|Development in the new|Ukrainian|Caucasian
1805|2024-03-14|I am well done|I study while working|Ukrainian|European
1806|2024-03-14|I am responsible, persistent and love what I do|Ballroom dancing trainer. I teach children and adults to dance|Ukrainian|European
1807|2024-03-14|Ordinary person.|Security systems|Russian|Europe
1808|2024-03-14|Meaningless input|Software developer|Ukrainian|Caucasian
1809|2024-03-14|Member of music band, sometimes play games, freelancer (ui ux design)|Ui ux, musician|Ukrainian|Dunno
1810|2024-03-14|The concept that best describes me is sincere. I like to communicate with harmonious people who motivate me to make choices in favor of myself, I am engaged in self-development and communication reveals my triggers through other people. I find satisfaction when I spend time productively and with good, sincere people, whether it is at work or in my personal life|I plan and fill in the social networks of the tattoo studio, communicate with incoming customer requests, guide by cost, sketches, sign up for sessions at a time convenient for the masters|Ukrainian|Slavic
1811|2024-03-14|Calm, often sad because of the war, currently sedentary, listening and understanding. I treat my work responsibly, I consider it important that the team is adequate.|unemployed|Ukrainian|European
1812|2024-03-14|Hardworking, punctual and like to learn something new. I quickly learn new information. Open in communication|Wholesale and retail trade. Production of sports grounds (their sales manager)|Ukrainian|Caucasian
1813|2024-03-14|"I like to communicate with people.
If there is an opportunity to help something, I help people."|Unemployment|Ukrainian|Ukrainian woman
